0.154681,-4.01479,0.308654,0.168838,0.463335,-3.84595,0.308654,0.146616,0.771989,-3.69933,0.308654,0.124394,1.08064,-3.57494,0.308654,0.102171,1.3893,-3.47277,0.308654,0.0799494,1.69795,-3.39282,0.308654,0.0577271,2.00661,-3.33509,0.308654,0.0355048,2.31526,-3.29959,0.308654,0.0132828,2.62391,-3.2863,0.308654,-0.0089395,2.93257,-3.29524,0.308654,-0.0311618,3.24122,-3.3264,0.308654,-0.0533841,3.54988,-3.37979,0.308654,-0.0756063,3.85853,-3.45539,0.308654,-0.0978284,4.16719,-3.55322,0.308654,-0.120051,4.47584,-3.67327,0.308654,-0.142273,4.78449,-3.81555,0.149429,-0.11954,4.93392,-3.93509,-0.216058,-0.0293038,4.71786,-3.96439,-0.216058,-0.0515261,4.50181,-4.01592,-0.216058,-0.0737481,4.28575,-4.08966,-0.216058,-0.0959706,
3.57764,-3.53012,-0.33149,-0.993311,3.24615,-4.52343,-0.428865,-0.107868,2.81728,-4.6313,-0.517609,0.679207,2.29967,-3.95209,-0.517609,0.656984,1.78206,-3.29511,-0.517609,0.634762,1.26445,-2.66034,-0.517609,0.61254,0.746846,-2.0478,-0.517609,0.590318,0.229237,-1.45749,-0.517609,0.568095,-0.288372,-0.88939,-0.517609,0.545873,-0.805981,-0.343517,-0.517609,0.523651,-1.32359,0.180133,-0.517609,0.501429,-1.8412,0.681562,-0.517609,0.479206,-2.35881,1.16077,-0.517609,0.456984,-2.87642,1.61775,-0.517609,0.434762,-3.39403,2.05251,-0.517609,0.41254,-3.91164,2.46505,-0.517609,0.390318,-4.42924,2.85537,-0.517609,0.368095,-4.94685,3.22347,0.272851,0.395229,-4.674,3.6187,0.362327,0.379253,-4.31168,3.99795,0.362326,0.35703,
-1.48352,1.09282,0.0706224,0.621143,-1.4129,1.71396,0.0706224,0.598921,-1.34228,2.31288,0.0706224,0.576699,-1.27166,2.88958,0.0706224,0.554476,-1.20103,3.44406,0.0706224,0.532254,-1.13041,3.97631,0.0706224,0.510032,-1.05979,4.48634,0.0706224,0.48781,-0.989166,4.97415,0.0264579,-0.292293,-0.962708,4.68186,0.0233638,-0.357578,-0.939344,4.32428,0.0233638,-0.3798,-0.91598,3.94448,0.0233638,-0.402022,-0.892617,3.54246,0.0233638,-0.424244,-0.869253,3.11822,0.0233638,-0.446467,-0.845889,2.67175,0.0233638,-0.468689,-0.822525,2.20306,0.0233638,-0.490911,-0.799161,1.71215,0.0233638,-0.513133,-0.775797,1.19902,0.0233638,-0.535356,-0.752434,0.663661,0.0233638,-0.557578,-0.72907,0.106083,0.0233638,-0.5798,-0.705706,-0.473717,0.0233638,-0.602022,
-2.27211,3.11481,-0.345381,-0.2682,-2.61749,2.84661,-0.345381,-0.290422,-2.96288,2.55619,-0.345381,-0.312644,-3.30826,2.24354,-0.345381,-0.334867,-3.65364,1.90868,-0.345381,-0.357089,-3.99902,1.55159,-0.345381,-0.379311,-4.3444,1.17228,-0.345381,-0.401533,-4.68978,0.770742,-0.284734,-0.411212,-4.97451,0.35953,0.241766,-0.302336,-4.73275,0.0571938,0.241766,-0.324558,-4.49098,-0.267364,0.241766,-0.34678,-4.24922,-0.614145,0.241766,-0.369003,-4.00745,-0.983148,0.241766,-0.391225,-3.76568,-1.37437,0.241766,-0.413447,-3.52392,-1.78782,0.241766,-0.435669,-3.28215,-2.22349,0.241766,-0.457891,-3.04038,-2.68138,0.241766,-0.480114,-2.79862,-3.16149,0.241766,-0.502336,-2.55685,-3.66383,0.241766,-0.524558,-2.31508,-4.18839,0.241766,-0.54678,
2.36038,4.60498,0.0816932,0.344939,2.44208,4.94991,0.0361998,-0.151075,2.47828,4.79884,0.0270262,-0.257568,2.5053,4.54127,0.0270262,-0.27979,2.53233,4.26148,0.0270262,-0.302013,2.55935,3.95947,0.0270262,-0.324235,2.58638,3.63523,0.0270262,-0.346457,2.61341,3.28878,0.0270262,-0.368679,2.64043,2.9201,0.0270262,-0.390901,2.66746,2.5292,0.0270262,-0.413124,2.69449,2.11607,0.0270262,-0.435346,2.72151,1.68073,0.0270262,-0.457568,2.74854,1.22316,0.0270262,-0.47979,2.77556,0.743369,0.0270262,-0.502012,2.80259,0.241356,0.0270262,-0.524235,2.82962,-0.282878,0.0270262,-0.546457,2.85664,-0.829335,0.0270262,-0.568679,2.88367,-1.39801,0.0270262,-0.590901,2.9107,-1.98892,0.0270262,-0.613123,2.93772,-2.60204,0.0270262,-0.635346,
-0.0687339,3.13397,-0.816969,0.322378,-0.885703,3.45635,-0.816969,0.300156,-1.70267,3.75651,-0.816969,0.277934,-2.51964,4.03444,-0.816969,0.255712,-3.33661,4.29015,-0.816969,0.23349,-4.15358,4.52364,-0.816969,0.211267,-4.97055,4.73491,0.522685,-0.0247064,-4.44786,4.7102,0.571878,-0.0563393,-3.87598,4.65386,0.571878,-0.0785613,-3.30411,4.5753,0.571878,-0.100784,-2.73223,4.47452,0.571878,-0.123006,-2.16035,4.35151,0.571878,-0.145228,-1.58847,4.20629,0.571878,-0.16745,-1.01659,4.03884,0.571878,-0.189673,-0.444714,3.84916,0.571878,-0.211895,0.127164,3.63727,0.571878,-0.234117,0.699042,3.40315,0.571878,-0.256339,1.27092,3.14681,0.571878,-0.278562,1.8428,2.86825,0.571878,-0.300784,2.41468,2.56747,0.571878,-0.323006,
-1.86866,0.635877,0.765505,-0.106459,-1.10316,0.529418,0.765505,-0.128681,-0.33765,0.400737,0.765505,-0.150903,0.427854,0.249834,0.765505,-0.173125,1.19336,0.0767089,0.765505,-0.195348,1.95886,-0.118639,0.765505,-0.21757,2.72437,-0.336209,0.765505,-0.239792,3.48987,-0.576001,0.765505,-0.262014,4.25538,-0.838015,0.729129,-0.282218,4.98451,-1.12023,-0.535853,-0.209196,4.44865,-1.32943,-0.535853,-0.231418,3.9128,-1.56085,-0.535853,-0.253641,3.37695,-1.81449,-0.535853,-0.275863,2.84109,-2.09035,-0.535853,-0.298085,2.30524,-2.38844,-0.535853,-0.320307,1.76939,-2.70874,-0.535853,-0.342529,1.23353,-3.05127,-0.535853,-0.364752,0.69768,-3.41602,-0.535853,-0.386974,0.161827,-3.803,-0.535853,-0.409196,-0.374026,-4.21219,-0.535853,-0.431418,
-1.89924,-4.81288,-0.388769,0.0714383,-2.28801,-4.74144,-0.362246,0.366447,-2.65026,-4.37499,-0.362246,0.344225,-3.01251,-4.03077,-0.362246,0.322003,-3.37475,-3.70876,-0.362246,0.299781,-3.737,-3.40898,-0.362246,0.277559,-4.09924,-3.13143,-0.362247,0.255336,-4.46149,-2.87609,-0.362247,0.233114,-4.82374,-2.64297,-0.0450935,0.237022,-4.86883,-2.40595,0.253572,0.24093,-4.61526,-2.16502,0.253572,0.218708,-4.36169,-1.94632,0.253572,0.196485,-4.10811,-1.74983,0.253572,0.174263,-3.85454,-1.57557,0.253572,0.152041,-3.60097,-1.42353,0.253572,0.129819,-3.3474,-1.29371,0.253572,0.107596,-3.09382,-1.18611,0.253572,0.0853741,-2.84025,-1.10074,0.253572,0.0631518,-2.58668,-1.03759,0.253572,0.0409296,-2.33311,-0.996656,0.253572,0.0187074,
1.64281,-1.67604,-0.283808,0.234331,1.359,-1.44171,-0.283808,0.212109,1.07519,-1.2296,-0.283808,0.189887,0.791383,-1.03971,-0.283808,0.167665,0.507575,-0.87205,-0.283808,0.145442,0.223767,-0.726607,-0.283808,0.12322,-0.0600415,-0.603387,-0.283808,0.100998,-0.34385,-0.502389,-0.283808,0.0787758,-0.627658,-0.423613,-0.283808,0.0565535,-0.911466,-0.36706,-0.283808,0.0343313,-1.19527,-0.332728,-0.283808,0.0121091,-1.47908,-0.320619,-0.283808,-0.0101131,-1.76289,-0.330732,-0.283808,-0.0323354,-2.0467,-0.363068,-0.283808,-0.0545576,-2.33051,-0.417625,-0.283808,-0.0767798,-2.61432,-0.494405,-0.283808,-0.0990021,-2.89812,-0.593407,-0.283808,-0.121224,-3.18193,-0.714631,-0.283808,-0.143447,-3.46574,-0.858078,-0.283808,-0.165669,-3.74955,-1.02375,-0.283808,-0.187891,
1.05243,4.27955,-0.42404,-0.260893,0.628387,4.01865,-0.42404,-0.283115,0.204347,3.73554,-0.42404,-0.305337,-0.219693,3.4302,-0.42404,-0.32756,-0.643733,3.10264,-0.42404,-0.349782,-1.06777,2.75286,-0.42404,-0.372004,-1.49181,2.38085,-0.42404,-0.394226,-1.91585,1.98663,-0.42404,-0.416448,-2.33989,1.57018,-0.42404,-0.438671,-2.76393,1.13151,-0.42404,-0.460893,-3.18797,0.670616,-0.42404,-0.483115,-3.61201,0.187501,-0.42404,-0.505337,-4.03605,-0.317836,-0.42404,-0.52756,-4.46009,-0.845396,-0.42404,-0.549782,-4.88413,-1.39518,0.100731,-0.537937,-4.7834,-1.93312,0.296828,-0.546579,-4.48657,-2.47969,0.296828,-0.568801,-4.18975,-3.04849,0.296828,-0.591023,-3.89292,-3.63952,0.296828,-0.613245,-3.59609,-4.25276,0.296828,-0.635467,
